Metabolite	PRISM|7122	PRISM|7147	PRISM|7150	PRISM|7153	PRISM|7184	PRISM|7238	PRISM|7406	PRISM|7408	PRISM|7421	PRISM|7445	PRISM|7486	PRISM|7547	PRISM|7658	PRISM|7662	PRISM|7744	PRISM|7759	PRISM|7791	PRISM|7843	PRISM|7847	PRISM|7855	PRISM|7858	PRISM|7860	PRISM|7861	PRISM|7862	PRISM|7870	PRISM|7874	PRISM|7875	PRISM|7879	PRISM|7899	PRISM|7904	PRISM|7906	PRISM|7908	PRISM|7909	PRISM|7910	PRISM|7911	PRISM|7912	PRISM|7938	PRISM|7941	PRISM|7947	PRISM|7948	PRISM|7955	PRISM|7971	PRISM|7989	PRISM|8095	PRISM|8226	PRISM|8244	PRISM|8264	PRISM|8283	PRISM|8332	PRISM|8336	PRISM|8361	PRISM|8374	PRISM|8377	PRISM|8406	PRISM|8452	PRISM|8462	PRISM|8466	PRISM|8467	PRISM|8475	PRISM|8483	PRISM|8485	PRISM|8496	PRISM|8523	PRISM|8534	PRISM|8537	PRISM|8550	PRISM|8564	PRISM|8565	PRISM|8573	PRISM|8577	PRISM|8589	PRISM|8591	PRISM|8592	PRISM|8624	PRISM|8629	PRISM|8675	PRISM|8683	PRISM|8746	PRISM|8749	PRISM|8753	PRISM|8754	PRISM|8758	PRISM|8764	PRISM|8765	PRISM|8774	PRISM|8776	PRISM|8783	PRISM|8784	PRISM|8788	PRISM|8789	PRISM|8794	PRISM|8800	PRISM|8802	PRISM|8806	PRISM|8807	PRISM|8841	PRISM|8843	PRISM|8847	PRISM|8878	PRISM|8892	PRISM|9126	PRISM|9148
C48:0 TAG	207.413	26.4215	228.818	39.6105	21.628	37.8398	27.4989	102.946	71.7219	76.0533	109.748	27.1799	1369.75	251.191	349.143	107.908	2566.06	14.4445	207.245	266.713	97.9539	31.4989	324.563	787.354	188.406	133.917	471.096	54.3046	89.3548	81.6464	39.5502	40.5184	50.3283	46.0379	88.3141	52.0731	0	19.4321	62.988	56.6772	166.948	0	47.2139	0	0	3174.44	0	203.683	301.111	210.522	5141.07	36.2029	5488.51	68.9859	1657.11	97.2481	38.5298	95.3847	14.9412	125.735	58.5328	32.5605	879.194	149.171	202.616	1519.71	1075.64	82.8652	498.087	510.906	3125.51	323.449	387.044	1841.79	163.575	79.8894	1073.36	53.2296	515.858	41.9232	97.9898	717.897	131.209	68.8061	256.361	38.7298	711.831	297.503	32.3623	21.9597	330.265	1914.46	2230.2	37.1331	48.037	255.462	132.501	130.928	103.7	222.678	958.11	62.7551
C48:0 TAG*	145.276	51.4365	289.999	48.8107	0	24.2795	47.0622	47.0577	108.616	47.1837	65.9598	86.8544	816.878	371.741	392.567	52.4477	3570.56	0	224.673	275.127	122.759	91.0251	192.755	1444.52	131.852	76.9509	497.136	53.7586	281.442	54.0463	123.951	88.8856	41.4769	112.944	69.6615	35.8859	0	28.8421	36.3786	33.8224	100.46	21.9907	0	0	0	1591.68	0	267.917	273.198	66.4192	4357.7	17.451	9514.25	75.3616	692.129	54.913	49.493	75.9326	0	72.2155	42.7026	0	616.457	0	86.6702	668.476	1445.33	0	1030.39	507.276	2645.77	396.215	334.891	1765	120.631	137.346	3958.47	0	407.43	0	110.71	261.638	295.502	65.5882	237.627	78.0362	306.918	199.309	59.968	0	301.575	1307.05	1393.07	0	0	73.8713	65.6607	126.97	59.6619	119.859	304.66	0
C48:1 TAG	38.2149	73.32	111.95	38.494	0	27.4169	93.5212	126.548	102.866	49.8289	27.3354	51.6435	57.0871	30.0643	47.1827	129.785	67.4205	8.14542	156.163	29.9812	135.935	96.4206	163.529	36.1302	47.643	65.8459	91.1609	71.2335	63.6699	71.4657	71.9289	85.5807	32.7587	101.689	79.3523	42.6548	0	19.5791	9.65273	59.329	35.7232	53.3953	0	0	0	104.002	19.8355	446.789	30.4762	34.4731	272.412	23.1466	71.7209	39.9448	339.51	33.8187	93.0543	74.5339	0	15.8954	388.53	83.9054	807.54	54.0278	56.7492	50.4981	306.751	0	278.851	84.9595	74.0692	313.734	150.818	57.4131	72.8023	111.371	1698.79	48.852	2786.39	17.8124	77.2377	195.395	123.474	33.8841	168.102	336.266	206.598	14.3606	64.6665	59.7765	56.9689	190.278	42.9805	0	24.5389	0	246.771	145.929	52.038	74.8519	182.117	0
C48:2 TAG	80.6856	172.227	168.397	115.178	0	26.2114	326.677	193.937	193.596	86.47	38.2798	135.648	110.756	47.1625	37.0498	195.263	66.4868	33.9395	711.115	25.8817	80.879	200.879	141.992	78.2353	39.334	54.1624	129.415	102.265	171.159	78.8194	151.06	65.3152	41.7013	347.304	74.6313	97.025	0	46.6456	13.8653	98.2335	53.8551	197.344	0	0	0	55.6463	302.859	160.755	95.0386	0	491.342	16.3439	249.367	70.9493	374.543	132.355	227.15	151.26	0	26.7972	367.014	103.905	750.216	40.943	94.8582	26.9425	501.214	0	437.748	50.628	29.7907	279.361	144.58	56.0005	192.423	442.512	1784.11	87.7785	3077.32	39.4251	236.145	136.7	558.449	56.0593	102.65	673.12	39.2145	5.9646	247.766	172.604	66.1569	308.854	102.024	20.8957	0	0	145.724	168.282	88.6114	145.557	0	0
C48:2 TAG*	25.3363	83.5581	69.1577	68.0248	0	0	333.049	53.7516	133.823	32.7024	11.7431	102.058	29.8054	61.9369	26.3027	51.2546	28.6482	9.85302	358.441	11.8844	51.297	184.925	50.5606	58.1651	15.4443	29.6778	32.4604	53.815	175.097	27.0347	147.991	36.659	46.8788	187.222	42.6058	46.9687	0	19.9869	0	34.4785	0	203.794	0	0	0	0	112.444	65.9643	75.8973	0	164.049	0	140.546	28.0254	107.7	48.6413	248.603	55.0957	0	0	197.701	43.5812	225.489	0	0	0	309.356	0	342.809	21.7623	0	227.376	56.9432	45.4225	73.3208	333.833	3203.55	0	2136.71	0	82.7273	38.2157	414.08	18.9438	86.4707	383.945	0	0	93.392	75.494	21.6595	113.516	35.8854	0	0	0	44.1694	95.0214	23.0151	41.9056	0	0
C48:3 TAG	20.3527	45.8666	40.9412	108.4	13.7342	18.7879	244.597	175.053	163.665	146.02	25.796	52.3322	0	44.7844	13.2546	38.993	12.5557	37.3169	113.765	31.2736	34.6827	103.976	113.193	21.6234	22.1347	35.7314	19.3267	69.7214	79.5825	50.6428	94.436	19.8583	25.8872	53.5351	40.5601	44.1782	0	32.9511	23.6893	122.159	52.9077	213.614	0	25.3735	0	0	300.534	60.0108	239.606	0	705.833	0	443.078	16.7595	199.58	250.406	358.536	31.4926	33.8549	13.2984	171.816	45.5055	261.365	50.3516	89.6885	0	345.853	0	178.324	18.4122	27.33	414.436	38.2283	27.5651	186.161	68.3746	1582.03	38.8624	1649.07	58.4851	60.3395	116.101	288.153	40.2	67.2164	269.448	28.0428	0	41.7394	201.087	40.1238	308.524	130.857	0	0	0	43.9154	86.6797	77.2145	124.653	0	0
C48:4 TAG	0	22.4687	0	28.0993	14.6042	18.1082	66.2086	0	12.8271	66.144	0	10.9164	0	7.89895	0	0	0	81.0817	88.4104	0	0	14.8393	0	15.6555	0	0	0	0	42.6853	0	37.4317	0	0	10.6318	15.8528	0	0	12.3395	0	0	0	46.9758	0	53.2844	0	0	69.7802	0	266.871	0	0	0	11.5441	0	0	0	26.1119	0	22.3079	0	16.8789	0	39.2356	0	0	0	65.9831	0	27.4979	0	0	24.8219	0	0	0	18.4477	397.651	0	189.817	0	0	0	21.1612	0	37.1095	116.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C49:1 TAG	0	0	0	0	0	0	30.8316	0	20.6283	23.3656	0	18.971	0	12.6344	0	0	18.1371	7.49706	0	0	22.4759	32.575	0	0	0	0	0	0	26.821	0	12.9882	31.3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0407	0	0	0	0	0	0	0	0	21.5192	46.4924	0	0	0	0	126.914	0	0	0	31.3242	0	59.1606	11.857	0	54.4368	17.1976	0	0	0	539.22	0	14.7904	0	20.882	0	17.1897	8.61638	18.9176	0	0	0	0	41.7004	0	0	0	0	0	0	0	25.2883	0	0	0	0
C50:0 TAG	348.4	52.9174	194.388	149.9	11.3367	55.6113	15.0893	325.27	90.8982	31.515	197.946	107.597	361.764	200.042	240.397	84.1743	782.694	8.17772	192.009	1356.5	69.2941	37.6146	353.092	344.738	309.293	538.323	190.379	87.3026	624.733	116.714	49.1682	71.3852	66.939	110.104	204.313	83.2007	40.387	42.4714	36.3195	70.7897	783.502	19.9938	212.112	0	42.7088	1041.79	13.7271	235.169	154.497	343.416	2535.44	38.9904	1872.39	311.962	2117.9	173.874	42.5203	56.9736	34.0321	100.924	54.5861	22.7681	1047.37	198.355	189.513	4074.89	874.533	60.785	222.676	1339.28	810.387	395.741	243.069	882.412	697.089	336.869	1773.51	51.809	115.06	65.4834	89.4231	4009.48	49.4918	85.2522	319.013	25.2092	1158.3	105.04	32.6414	41.8836	595.65	827.967	408.196	0	50.9446	1461.48	56.491	323.764	399.471	170.238	1403.11	133.101
C50:1 TAG	1670.58	1265.22	2225.59	923.439	573.164	223.411	3120.33	814.096	2693.33	173.288	514.102	1989.82	1396.24	962.255	510.087	2187.11	2711.11	38.1748	2627.5	777.454	464.749	1094.65	886.777	2226.6	485.821	578.333	3248.83	1268.01	2181.96	803.698	1758.3	2225.29	489.272	2327.56	1265.35	1114.97	0	1127.57	104.124	230.652	428.646	1019.04	89.0015	58.28	25.2984	1513.68	185.27	827.72	889.265	195.094	2319.62	249.581	1220.78	1324.47	1543.81	183.286	1042.02	942.824	79.5315	458.234	423.686	883.623	3853.23	275.427	808.079	716.969	3184.57	224.28	3938.21	442.796	2445.59	1021.33	4652.19	1117.07	1521.16	3092.74	3029.56	968.145	1808.06	87.7323	1644.86	1686.63	1379.42	223.583	1430.06	726.001	534.52	252.597	2586	561.723	1770.83	1597.9	849.802	127.642	335.873	364.31	206.557	3169.38	880.614	1152.1	1163.4	339.027
C50:1 TAG*	987.419	2619.15	1587.85	827.966	257.844	186.557	5676.86	346.238	3394.99	110.34	197.919	3888.46	658.5	964.829	317.595	940.008	2946.06	15.8134	1848.72	513.287	578.807	2133.83	375.047	2621.89	277.946	284.572	2422.87	738.718	5347.85	345.159	4747.55	2649.91	191.727	4328.22	836.684	782.937	0	1344.58	45.0717	100.979	159.593	2185.5	0	0	0	588.581	85.6053	650.598	646.816	55.433	1206.19	121.093	1116.84	951.952	455.191	83.1313	1208.04	700.198	84.9464	194.646	212.23	429.066	2356.02	73.6838	256.207	270.574	3687.11	61.4097	7427.41	258.194	1280.15	813.766	4423.86	671.828	697.884	5829.34	9460.58	335.378	1442.41	35.2213	1206.57	527.398	2288.88	131.374	847.235	784.9	221.211	121.669	4121.53	339.931	1078.08	678.707	298.793	44.999	120.393	91.5346	229.499	2120	490.77	451.267	305.668	91.8703
C50:2 TAG	4110.89	3048.53	3501.28	2204.29	587.725	150.399	4060.07	946.964	4456.76	287.041	1653.44	3198.82	2619.24	2355.67	636.025	4034.11	3734.95	41.7335	7160	657.155	1530.19	3299.27	1637.33	3541.22	859.958	812.05	2637.27	1868.98	3513.19	1300.13	3139.22	2979.09	960.768	4821.77	1991.92	4103.67	0	2064.69	130.969	539.406	1240.42	2846.68	0	35.0784	56.5807	906.106	458.682	439.044	2509.42	59.6112	2108.85	407.985	1576	2639.86	2085.04	596.247	1809.69	3456.01	100.44	980.607	1243.51	1900.3	3984.27	145.921	748.562	640.55	3892.85	393.886	5861.79	384.536	1373.05	1324.04	5163.61	1838.36	3703.28	5430.15	3084.58	2170.25	2373.75	230.172	4087.1	441.283	4069.18	476.441	1329.84	1700.59	247.143	275.655	5509.74	1182.78	2832.89	3464.17	1089.58	312.598	788.714	113.873	297.032	5615.84	1377.15	1676.67	269.923	569.774
C50:3 TAG	316.322	1260.66	533.548	625.621	39.9049	91.9499	1142.61	554.876	1100.84	406.472	347.357	1784.57	333.332	2192.87	130.493	764.749	359.672	60.2873	1852.86	1098.83	433.592	1712.65	447.449	380.604	176.55	297.238	516.017	464.429	618.755	290.585	915.41	550.297	315.278	1624.75	404.379	599.169	0	271.918	53.1311	309.631	267.864	2232.82	0	41.884	97.5286	222.882	243.662	186.754	313.896	0	1453.59	73.3078	1162.89	406.337	885.809	612.604	1363.35	723.554	20.4068	142.545	417.972	461.431	1792.27	177.202	369.483	112.407	1461.92	46.6803	1889.66	134.811	272.876	1166.76	460.955	541.979	971.581	1420.56	2223.85	317.636	998.087	178.373	590.735	346.222	2142.74	182.387	448.492	1029.63	107.918	52.7162	842.56	738.44	642.773	1138.4	501.696	55.8139	101.545	30.5615	106.297	785.13	295.437	668.844	0	189.972
C50:3 TAG*	115.038	786.186	258.882	342.331	20.8692	36.7614	509.934	159.33	836.25	166.632	112.159	1362.02	98.7982	4172.59	153.995	214.854	133.147	38.8748	924.598	680.823	156.194	1756.53	131.399	308.36	66.1184	387.089	138.661	192.557	939.826	89.8025	1164.14	253.317	113.887	1042.59	223.705	265.207	56.6757	106.077	26.3923	91.3176	139.819	1955.58	0	14.3089	0	51.2382	66.9158	80.3523	167.14	0	495.347	77.1636	590.602	150.943	219.626	314.907	1598	290.279	31.5274	46.0837	140.901	186.441	638.294	203.841	100.049	30.824	610.747	0	1538.41	65.5711	128.804	799.922	201.683	328.479	328.356	1349.57	2901.37	89.026	369.988	48.4976	210.221	96.8355	1682.38	70.6296	237.143	535.192	143.712	54.0089	320.258	286.205	197.894	383.423	160.506	0	20.1423	0	99.136	331.579	89.2185	180.021	0	0
C50:4 TAG	85.0264	230.659	156.331	248.179	0	21.337	311.967	66.2834	295.671	55.7914	64.5681	476.08	150.196	191.507	52.3451	313.361	99.1647	52.6994	2109.66	153.412	109.597	530.915	101.658	358.538	46.2867	107.458	149.842	235.45	899.333	96.2182	300.47	155.547	60.1611	512.266	143.933	103.242	0	72.9207	0	40.7447	35.6694	568.837	0	27.9765	56.1664	0	37.2115	29.819	165.247	0	135.19	16.9215	180.284	189.641	303.156	120.783	194.903	530.707	0	96.014	101.578	133.849	326.525	40.614	60.7257	0	571.527	0	846.334	27.8368	43.292	483.122	65.7224	174.491	364.597	1066.62	760.147	173.884	109.195	16.1545	271.069	79.632	549.982	66.2127	129.276	257.574	0	0	325.263	79.7386	110.405	281.395	82.7828	35.4329	38.2045	0	39.0967	274.029	107.977	163.342	0	0
C50:4 TAG*	24.7488	95.4095	68.4623	72.9966	0	0	107.658	0	150.471	15.8154	19.5763	146.241	42.0889	274.646	21.8042	74.2056	31.6817	15.0636	648.29	106.092	46.297	307.064	25.1023	116.645	13.2611	51.3858	39.8918	98.4028	438.767	28.5364	124.684	40.1707	0	176.825	86.8942	48.4246	0	21.8478	13.1368	8.87233	0	209.11	0	0	0	0	10.144	0	62.3712	0	35.5734	0	53.5111	57.2544	74.1858	39.4465	185.524	182.424	0	25.5947	35.603	50.4668	74.9057	0	0	0	203.724	0	546.865	0	0	184.328	29.8341	127.919	93.3957	495.49	741.285	39.428	107.614	0	97.5184	0	220.069	22.5654	52.81	117.365	0	0	87.1408	23.3004	37.4371	78.0205	21.8067	0	0	0	14.7072	75.0178	25.4861	42.7269	0	0
C50:5 TAG	0	15.3596	51.7027	19.0875	0	76.5121	15.9781	0	25.0803	86.5299	14.6167	34.6393	0	125.323	0	0	0	69.0525	49.5015	63.6836	0	41.4426	0	0	0	42.6676	0	35.9728	10.9709	16.6456	8.46779	13.1076	0	16.5381	78.2131	0	0	0	0	0	0	25.7567	0	56.3762	0	0	0	0	0	0	0	0	23.9958	14.3202	0	19.6435	46.888	57.9039	0	0	10.0262	21.6452	0	0	0	0	102.917	0	98.8254	0	0	77.7447	0	76.7617	0	51.1552	116.637	0	12.0545	0	0	0	30.2242	13.8938	52.9688	68.6298	0	0	0	0	37.1948	0	0	0	0	0	0	0	0	0	0	0
C51:0 TAG*	12.1871	0	15.2813	0	0.661488	0	0	22.1257	0	0	0	0	0	0	20.6651	0	26.7108	0	0	37.4944	0	0	19.4673	0	18.6208	26.7122	0	0	12.1575	17.5752	0	0	0	0	19.9884	19.0323	0	0	0	10.2344	72.1618	0	0	0	0	39.6326	0	0	0	37.1128	82.6238	0	17.8653	11.1745	85.6409	13.8027	0	0	0	0	0	0	42.5429	0	0	123.587	47.0821	0	0	92.5472	0	25.6878	0	42.1123	20.2747	16.2084	95.7753	0	0	0	0	84.5644	0	0	0	5.36354	55.22	16.5501	0	0	47.1357	60.1162	0	0	0	0	0	0	17.4973	0	60.6066	0
C51:2 TAG*	49.9915	52.9457	57.5549	48.1078	17.7593	13.9587	161.121	79.8698	89.0222	76.799	47.0604	73.2056	50.6386	191.733	28.7807	70.2331	73.4137	0	141.657	29.466	59.2684	86.5469	59.032	50.0254	33.7917	37.1292	65.6341	50.7679	55.29	40.7249	42.264	134.721	28.7067	77.4003	67.7832	48.6608	0	59.1397	0	32.0054	37.007	54.2238	0	0	0	0	14.9315	36.6244	51.8661	0	50.3169	14.1113	25.5054	53.1648	90.0353	30.5126	75.5445	74.5111	0	17.9371	35.666	62.4112	346.436	0	33.3167	25.2444	148.09	0	145.268	27.1953	29.3866	70.9104	121.735	38.0333	62.8278	52.5308	180.224	0	34.8773	13.9182	122.473	0	86.0776	25.978	31.2208	33.618	0	0	87.4787	99.9349	74.6906	67.5711	39.7137	0	0	0	0	103.599	25.4227	42.5729	0	0
C51:3 TAG*	0	114.035	39.4642	57.9088	0	0	155.062	0	97.4773	40.458	24.8864	274.85	0	218.785	17.6409	0	67.5543	0	110.539	28.0366	64.0471	251.132	0	55.5796	0	0	30.3641	33.152	94.8722	0	67.2594	103.609	0	142.506	38.457	28.2482	0	51.5604	0	0	0	245.068	0	0	0	0	13.935	0	34.6282	0	0	0	49.876	46.5648	0	18.2115	98.4305	108.016	0	0	18.2236	29.4661	115.087	0	0	0	56.4715	0	199.171	0	0	92.0601	27.6046	45.7806	34.2241	76.9492	289.697	0	10.1554	0	66.2217	0	207.346	0	24.8573	60.1868	0	0	101.087	46.6281	36.9075	0	0	0	0	0	0	50.5836	0	0	0	0
C52:0 TAG	972.837	36.243	373.942	743.711	0	111.888	28.4482	730.993	109.278	37.4741	157.891	486.822	246.025	905.487	1310.12	132.1	1308.49	8.39747	711.307	2453.73	72.8243	77.3385	717.978	188.426	910.603	1746.6	126.572	164.837	1251.24	103.068	126.872	219.476	258.311	662.23	590.065	411.199	228.231	210.05	69.2414	69.5023	2662.39	60.7784	793.621	0	114.903	1616.78	8.67284	326.836	349.095	345.307	2463.1	62.3387	666.414	1079.18	2006.33	915.741	110.89	50.7473	0	301.748	222.47	0	410.473	329.168	168.332	6242.87	2700.2	49.1004	122.764	1920.49	574.895	190.552	203.341	1505.68	1198.33	1402.24	1559.83	23.6199	39.5624	129.192	307.394	5717.75	46.1437	54.9876	502.049	16.0027	2076.27	183.093	21.8623	169.797	357.789	663.836	501.995	0	50.5599	2047.31	126.678	656.157	728.734	379.88	2563.57	336.189
C52:0 TAG*	374.513	31.3505	231.568	321.343	0	36.8238	17.7001	240.56	46.5947	17.7463	42.2412	220.401	74.3989	601.507	968.281	45.1518	815.208	0	276.809	1588.11	30.6419	34.4812	270.404	82.6465	419.866	850.489	32.8512	74.925	1030.52	40.4371	77.0904	76.4217	192.514	464.797	227.438	560.084	73.8843	118.25	24.058	23.997	1544.89	20.5875	219.576	0	32.7489	551.13	0	199.156	155.386	94.3381	1081.82	26.4204	254.538	438.915	660.315	356.429	43.4244	25.0231	0	94.4783	71.5921	0	123.548	90.5232	55.4178	4248.5	1913.27	0	39.8188	1623.34	235.255	73.6325	73.9718	618.638	407.915	858.121	1227.52	0	13.0174	45.6326	235.083	2531.23	39.4488	39.6565	202.197	12.0164	985.201	72.6512	12.1777	149.492	129.373	251.223	165.416	0	0	677.391	45.0849	229.254	272.475	117.13	902.951	103.552
C52:1 TAG	888.105	1196.64	997.542	1269.22	708.347	378.545	2857.22	1241.62	1848.85	158.034	318.469	3652.83	426.685	1087.14	530.694	863.192	2450.48	14.9724	1915.39	959.191	498.122	1510.73	964.478	2849.15	429.99	706.747	4146.26	955.952	3478.05	829.369	2720.59	2874.26	199.062	1581.99	931.853	411.048	0	917.353	54.7425	196.563	464.203	1525.66	254.317	0	28.0226	1696.05	158.652	1072.69	474.1	231.73	1168.98	289.32	1106.3	579.914	1247.84	133.397	1254.29	258.927	121.132	320.768	175.575	506.282	2635.27	439.067	429.631	1316.33	2994.02	64.7006	4591.73	838.139	2448.1	915.492	5116.54	809.235	342.805	1051.73	3493.13	159.473	508.023	74.5564	1063.45	4714.99	1910.33	244.21	1514.23	951.848	675.935	254.344	2987.91	515.075	1109.08	679.365	314.426	65.2024	185.343	616.324	146.023	2273.17	644.851	456.05	1196.6	193.272
C52:1 TAG*	345.296	1031.94	516.935	599.932	276.474	180.55	2587.62	509.314	892.899	70.4369	84.709	4246.74	118.682	726.034	372.022	240.82	1576.83	7.92774	837.559	401.977	269.312	991.123	330.704	1911.51	161.38	335.084	2330.17	442.614	3981.02	283.898	3284.99	2198.68	118.931	1077.79	351.299	302.883	0	483.208	22.5993	61.5178	150.992	1010.71	63.6221	0	0	527.351	38.8619	591.864	215.09	56.2307	388.884	112.672	480.907	192.475	348.843	39.419	850.543	138.277	54.3609	107.19	56.095	178.069	939.76	101.061	125.734	426.771	2040.96	0	4818.06	481.043	1135.5	434.729	4447.51	286.865	94.7457	540.888	9760.15	39.2868	189.13	27.34	646.738	1707.29	1517.46	127.696	634.083	727.661	248.413	106.978	2247.03	258.327	350.559	236.965	114.133	0	54.7726	147.12	67.4211	864.539	245.514	151.928	315.101	60.5607
C52:2 TAG	3316.85	8168.22	5040.91	5568.24	1859.11	400.094	11592.1	1730.86	9133.21	434.515	2026.89	7346.92	3912.61	3533.07	999.447	7559.94	8875.73	60.4965	9556.06	3355.55	4814.94	8440.91	2710.88	8838.97	2682.99	1555.87	10837.5	5289.73	7130.02	3426.95	5414.53	7904.21	777.513	8298.72	6395.71	2584.94	53.5695	6413.06	158.026	754.799	1118.39	7574.2	146.342	54.4563	88.5099	3959.81	3400.34	585.585	2676.13	135.993	4179.67	405.605	3931.61	6699.54	3106.13	455.44	4666.64	4392.27	155.692	1684.62	940.621	3003.39	7915.83	194.858	2968.19	1182.39	11976.6	862.456	9674.24	693.828	4625.98	2263.77	9477.22	3065.83	5932.04	6929.18	4432.24	3046.61	2171.86	219.039	7328.32	1166.87	9535.08	586.259	3362.19	5086	465.885	438.853	9781.75	4787.04	10719.5	3915.44	2634.69	544.285	1479.6	305.573	182.563	12138.5	2238.44	4425.71	1411.41	520.46
C52:2 TAG*	2411.76	23673.4	5642.54	5657.11	1220.08	640.371	56306.5	816.579	17053.7	519.312	1241.09	37661.9	1849.03	3935.49	1164.4	4122.5	14804.8	78.9756	9103.41	2214.93	4060.75	38328.6	1241.82	14639.1	1714.74	770.367	14660.6	3509.95	25527.4	1904.94	25497.4	14479.4	646.686	27918.1	4931.47	2645.06	36.644	9738.33	118.918	544.744	445.687	30081	38.8791	45.0305	40.5627	1815.28	2256.61	730.203	2129.63	55.8487	2157.28	316.23	3539.75	6916.84	1226.75	460.92	7621.37	2865.68	201.01	949.289	668.363	1834.34	7252.86	49.9386	1185.21	731.171	35099.5	210.244	25641	887.941	2431.92	2363.9	12812.1	1581.66	3713.44	20290.4	17762.2	1685.96	1778.16	101.312	7676.39	473.701	25224.8	583.123	2098.08	8973.02	234.238	250.815	27673.5	3911.37	8761.26	1923.01	1247.16	210.839	699.838	66.0231	249.365	12021.8	1687.56	2264.85	465.264	123.48
C52:3 TAG	5348.8	10454.5	8349.94	8176.61	2272.33	557.734	12025.1	1554.65	11831.8	948.505	3219.25	9577.67	7421.19	4739.36	1666.03	10803.3	10454.2	123.951	12029.3	4470.73	7232.92	9643.04	3817.01	11454.4	2744.53	1963.61	10507.6	6543.16	9173.78	4785.09	6611.25	9147.87	1496.58	9612.81	5765.7	6325.34	63.6808	7784.25	453.867	1340.05	2162.99	9164.29	108.631	95.0471	219.997	2952.81	3916.47	603.452	6405.79	99.6921	4008.32	768.652	6115.68	7964.81	3791.56	1329.07	5493.94	13076.2	352.782	3461.18	2311.75	4005.69	8870.98	203.054	3249.79	1095.17	9086.8	1235.71	11199.6	1199.38	4093.64	5225.87	8090.27	7059.66	8944.75	8656.23	5119.82	5509.41	2141.01	470.774	10006.3	555.059	10300.6	1346.93	5266.64	6366.55	467.407	784.348	10866.6	5974.67	12602.8	7411.48	3196.66	926.037	3889.17	180.296	646.434	13750	3604.69	5401.39	599.452	861.426
C52:3 TAG*	3783	28236.4	7404.45	11544.3	973.067	289.926	31294	494.891	27142.2	501.29	1894.05	43954.3	4495.65	7970.55	1045	6152.16	16914.4	67.4533	15892.1	3067.51	6911.89	46794.1	1701.76	25135.4	1806.51	1106.1	11325.5	4402.88	46465.8	2584.04	37678.6	16745	994.422	37191.9	4522.41	5314.99	0	14099.5	153.074	593.635	749.634	48127.4	0	37.2946	62.9111	877.084	2918.11	519.583	6316.06	0	1821.74	349.624	5965.94	8867.46	1437.38	588.158	10962.6	13931.2	179.234	1795.84	1308.13	2529.61	7264.85	0	948.341	431.154	12574.8	298.112	35366.1	652.382	2008.98	6013.77	7769.44	6254.48	6054.69	32615.5	19501.6	2195.46	1295.59	150.826	10720.1	181.636	33515.1	781.383	3822.98	11872.6	141.958	406.273	36595.1	4409.01	10571.8	4052.01	1362	320.613	1676.83	0	456.125	16291.7	2044.93	2563.42	141.57	193.861
C52:4 TAG	5700.41	8338.84	8187.6	9554.22	795.939	96.4671	10890.7	1182.87	13227	607.844	4983.43	9278.06	10097.6	6257.33	1795.13	11265.6	8001.86	60.3474	20705.6	8805.73	7554.2	10938	5873.04	12224.2	3319.46	2929.99	6311.64	10540.3	10485.7	4951.7	7082.88	8601.6	2808.56	9881.26	7427.34	9159.39	40.6411	5349.05	688.052	1820.87	3615.12	10738.6	65.3051	107.965	206.661	1736.49	2129.25	1109.93	3312.95	100.318	3343.2	1491.12	5577.61	8853.36	4685.54	1648.32	6624.52	15565.3	443.544	5584.95	3317.96	5974.08	4515.13	183.9	2674.54	1630.9	8418.9	1071.86	12708.8	708.632	2572.74	7372.47	4501.93	13769	7448.7	10225.4	4198.04	6958.31	1379.36	598.417	7498.65	577.777	10431.7	1616.03	8949.75	4584.94	839.826	1064.86	12342.1	3574.96	8300.01	9950.46	3390.62	1013.98	5649.53	80.3252	1076.08	16084	3087.86	3735.41	418.539	2439.5
C52:4 TAG*	3811.44	12803.3	7330.9	13330.9	227.177	120.537	17333.9	376.542	28868.5	208.21	3353.95	22738.6	5562.46	18473.9	999.853	5920.04	7990.14	64.874	46081.3	10193.9	6551.29	35149.4	3016.58	26979.4	2069.78	1858.69	3566.44	10007.8	57424.7	2448.77	31932	13081	1424.8	22182.7	6834.83	8720.1	0	5695.54	203.079	851.735	1351.55	28358.6	0	32.1228	43.0646	502.188	797.73	632.819	8261.28	22.5591	1482.03	575.224	4445.28	9900.36	1393.8	802.925	15950.8	16939.8	193.871	3395.02	2664.46	4016.81	1989.36	0	687.739	492.726	9092.61	246.886	42048.7	403.059	991.259	11498.7	3058.3	22215.2	8507.04	39779	11007.2	2201.77	1111.99	183.902	6032.7	159.948	23723.7	784.126	11262.7	5732.88	282.399	504.536	19605.4	1892.42	4105.74	5638.46	1427.59	363.466	2286.17	0	589.673	19704.6	1359.96	1301.13	92.5099	590.241
